Name  	% Frequency  	Approx Number  	Rank
OLIVA	0.003	4,554 	2026
OLIVE	0.03	45,543 	456
OLIVIA	0.049	74,386 	352
OLLIE	0.027	40,988 	497
OLYMPIA	0.002	3,036 	2293
OMA	0.007	10,627 	1157
OMEGA	0.002	3,036 	3016
ONA	0.005	7,590 	1377
ONEIDA	0.002	3,036 	2412
ONIE	0.001	1,518 	3938
ONITA	0.001	1,518 	3474
OPAL	0.05	75,905 	346
OPHELIA	0.011	16,699 	858
ORA	0.027	40,988 	494
ORALEE	0.001	1,518 	3781
ORALIA	0.006	9,109 	1174
ORETHA	0.001	1,518 	3780
ORPHA	0.004	6,072 	1659
OSCAR	0.001	1,518 	4120
OSSIE	0.002	3,036 	2246
OTELIA	0.001	1,518 	4119
OTHA	0.001	1,518 	3064
OTILIA	0.003	4,554 	1891
OUIDA	0.003	4,554 	1909
OZELL	0.001	1,518 	4210
OZELLA	0.002	3,036 	2980
OZIE	0.001	1,518 	3779
PA	0.001	1,518 	3244
PAGE	0.003	4,554 	2048
PAIGE	0.019	28,844 	614
PALMA	0.003	4,554 	1957
PALMIRA	0.001	1,518 	3473
PAM	0.046	69,832 	365
PAMALA	0.008	12,145 	1051
PAMELA	0.416	631,526 	37
PAMELIA	0.002	3,036 	2357
PAMELLA	0.002	3,036 	2444
PAMILA	0.001	1,518 	4209
PAMULA	0.001	1,518 	3617
PANDORA	0.002	3,036 	2934
PANSY	0.008	12,145 	983
PAOLA	0.003	4,554 	1949
PARIS	0.003	4,554 	2006
PARTHENIA	0.001	1,518 	3616
PARTICIA	0.002	3,036 	2154
PASTY	0.001	1,518 	3937
PAT	0.04	60,724 	387
PATIENCE	0.002	3,036 	2193
PATRIA	0.001	1,518 	3106
PATRICA	0.021	31,880 	591
PATRICE	0.026	39,470 	510
PATRICIA	1.073	1,628,911 	2
PATRICK	0.003	4,554 	2047
PATRINA	0.002	3,036 	2245
PATSY	0.076	115,375 	262
PATTI	0.029	44,025 	465
PATTIE	0.007	10,627 	1139
PATTY	0.043	65,278 	373
PAUL	0.003	4,554 	1794
PAULA	0.217	329,426 	95
PAULENE	0.001	1,518 	3204
PAULETTA	0.002	3,036 	2533
PAULETTE	0.036	54,651 	419
PAULINA	0.006	9,109 	1215
PAULINE	0.165	250,485 	133
PAULITA	0.001	1,518 	3859
PAZ	0.001	1,518 	3301
PEARL	0.094	142,701 	224
PEARLE	0.002	3,036 	2244
PEARLENE	0.002	3,036 	2578
PEARLIE	0.013	19,735 	782
PEARLINE	0.006	9,109 	1261
PEARLY	0.001	1,518 	3472
PEG	0.001	1,518 	3778
PEGGIE	0.004	6,072 	1594
PEGGY	0.208	315,763 	101
PEI	0.001	1,518 	4208
PENELOPE	0.013	19,735 	771
PENNEY	0.002	3,036 	2743
PENNI	0.002	3,036 	2933
PENNIE	0.004	6,072 	1656
PENNY	0.071	107,784 	271
PERLA	0.005	7,590 	1319
PERRY	0.002	3,036 	2709
PETER	0.001	1,518 	4031
PETRA	0.019	28,844 	621
PETRINA	0.002	3,036 	2637
PETRONILA	0.001	1,518 	3693
PHEBE	0.001	1,518 	3858
PHILLIS	0.006	9,109 	1183
PHILOMENA	0.005	7,590 	1288
PHOEBE	0.009	13,663 	949
PHUNG	0.001	1,518 	3692
PHUONG	0.004	6,072 	1520
PHYLICIA	0.001	1,518 	3105
PHYLIS	0.004	6,072 	1519
PHYLISS	0.004	6,072 	1567
PHYLLIS	0.219	332,462 	93
PIA	0.002	3,036 	2192
PIEDAD	0.002	3,036 	2979
PILAR	0.006	9,109 	1210
PING	0.001	1,518 	3777
PINKIE	0.003	4,554 	2005
PIPER	0.002	3,036 	2292
POK	0.001	1,518 	3936
POLLY	0.022	33,398 	582
PORSCHE	0.001	1,518 	3776
PORSHA	0.002	3,036 	2577
PORTIA	0.007	10,627 	1151
PRECIOUS	0.005	7,590 	1413
PRICILLA	0.006	9,109 	1244
PRINCESS	0.005	7,590 	1349
PRISCILA	0.001	1,518 	3541
PRISCILLA	0.071	107,784 	273
PROVIDENCIA	0.001	1,518 	3203
PRUDENCE	0.004	6,072 	1655
PURA	0.001	1,518 	3419
QIANA	0.002	3,036 	2559
QUEEN	0.009	13,663 	923
QUEENIE	0.002	3,036 	2136
QUIANA	0.002	3,036 	2356
QUINN	0.001	1,518 	3691
QUYEN	0.001	1,518 	3471
RACHAEL	0.038	57,687 	406
RACHAL	0.001	1,518 	3615
RACHEAL	0.007	10,627 	1119
RACHEL	0.242	367,378 	79
RACHELE	0.002	3,036 	2443
RACHELL	0.002	3,036 	2291
RACHELLE	0.019	28,844 	616
RACQUEL	0.003	4,554 	1932
RAE	0.014	21,253 	751
RAEANN	0.002	3,036 	2675
RAELENE	0.001	1,518 	3690
RAFAELA	0.006	9,109 	1163
RAGUEL	0.001	1,518 	3104
RAINA	0.002	3,036 	2308
RAISA	0.001	1,518 	3243
RAMONA	0.062	94,122 	296
RAMONITA	0.002	3,036 	2275
RANA	0.002	3,036 	2173
RANAE	0.002	3,036 	2818
RANDA	0.003	4,554 	2004
RANDEE	0.002	3,036 	2817
RANDI	0.015	22,771 	713
RANDY	0.003	4,554 	1695
RANEE	0.001	1,518 	3470
RAQUEL	0.031	47,061 	446
RASHEEDA	0.002	3,036 	3015
RASHIDA	0.003	4,554 	1908
RAVEN	0.005	7,590 	1358
RAY	0.005	7,590 	1348
RAYE	0.002	3,036 	2605
RAYLENE	0.002	3,036 	2932
RAYMOND	0.001	1,518 	3063
RAYMONDE	0.001	1,518 	4207
RAYNA	0.002	3,036 	2274
REA	0.001	1,518 	3614
REAGAN	0.001	1,518 	3202
REANNA	0.001	1,518 	3689
REATHA	0.002	3,036 	2604
REBA	0.024	36,434 	531
REBBECA	0.002	3,036 	2532
REBBECCA	0.002	3,036 	2478
REBECA	0.007	10,627 	1058
REBECCA	0.43	652,779 	34
REBECKA	0.001	1,518 	3201
REBEKAH	0.025	37,952 	525
REDA	0.002	3,036 	2931
REENA	0.001	1,518 	3775
REFUGIA	0.001	1,518 	3300
REFUGIO	0.002	3,036 	2531
REGAN	0.003	4,554 	2091
REGENA	0.002	3,036 	2307
REGENIA	0.002	3,036 	2558
REGINA	0.133	201,906 	168
REGINE	0.001	1,518 	4118
REGINIA	0.001	1,518 	3613
REIKO	0.002	3,036 	3014
REINA	0.006	9,109 	1206
REITA	0.001	1,518 	3857
REMA	0.001	1,518 	3774
REMEDIOS	0.002	3,036 	2636
REMONA	0.001	1,518 	3688
RENA	0.027	40,988 	504
RENAE	0.008	12,145 	1033
RENATA	0.005	7,590 	1383
RENATE	0.005	7,590 	1382
RENAY	0.001	1,518 	3773
RENDA	0.001	1,518 	3856
RENE	0.016	24,289 	674
RENEA	0.003	4,554 	1907
RENEE	0.12	182,171 	182
RENETTA	0.002	3,036 	3013
RENITA	0.006	9,109 	1179
RENNA	0.001	1,518 	4030
RESSIE	0.001	1,518 	3299
RETA	0.006	9,109 	1205
RETHA	0.007	10,627 	1077
RETTA	0.002	3,036 	2191
REVA	0.01	15,181 	870
REYNA	0.009	13,663 	972
REYNALDA	0.001	1,518 	3103
RHEA	0.009	13,663 	960
RHEBA	0.001	1,518 	4029
RHIANNON	0.004	6,072 	1678
RHODA	0.014	21,253 	721
RHONA	0.001	1,518 	3062
RHONDA	0.162	245,931 	137
RIA	0.001	1,518 	4028
RICARDA	0.001	1,518 	3935
RICHARD	0.004	6,072 	1573
RICHELLE	0.005	7,590 	1347
RICKI	0.001	1,518 	3157
RICKIE	0.001	1,518 	3687
RIKKI	0.002	3,036 	2153
RIMA	0.001	1,518 	4027
RINA	0.003	4,554 	1733
RISA	0.002	3,036 	2152
RITA	0.204	309,691 	104
RIVA	0.001	1,518 	3612
RIVKA	0.001	1,518 	3418
ROBBI	0.001	1,518 	3469
ROBBIE	0.017	25,808 	653
ROBBIN	0.007	10,627 	1101
ROBBYN	0.001	1,518 	3855
ROBENA	0.001	1,518 	4206
ROBERT	0.008	12,145 	996
ROBERTA	0.117	177,617 	185
ROBERTO	0.001	1,518 	3468
ROBIN	0.208	315,763 	100
ROBYN	0.039	59,206 	392
ROCHEL	0.001	1,518 	3417
ROCHELL	0.002	3,036 	2897
ROCHELLE	0.032	48,579 	443
ROCIO	0.008	12,145 	1042
ROLANDA	0.003	4,554 	1782
ROLANDE	0.001	1,518 	4117
ROMA	0.005	7,590 	1346
ROMAINE	0.002	3,036 	2576
ROMANA	0.003	4,554 	2073
ROMELIA	0.002	3,036 	2290
ROMONA	0.005	7,590 	1292
RONA	0.004	6,072 	1525
RONALD	0.002	3,036 	2742
RONDA	0.026	39,470 	511
RONI	0.002	3,036 	2135
RONNA	0.003	4,554 	1705
RONNI	0.002	3,036 	2477
RONNIE	0.004	6,072 	1511
RORY	0.001	1,518 	4026
ROSA	0.194	294,510 	112
ROSALBA	0.005	7,590 	1381
ROSALEE	0.007	10,627 	1085
ROSALIA	0.008	12,145 	1055
ROSALIE	0.039	59,206 	395
ROSALINA	0.005	7,590 	1376
ROSALIND	0.018	27,326 	642
ROSALINDA	0.012	18,217 	791
ROSALINE	0.003	4,554 	1989
ROSALVA	0.003	4,554 	1768
ROSALYN	0.014	21,253 	739
ROSAMARIA	0.001	1,518 	3540
ROSAMOND	0.002	3,036 	2306
ROSANA	0.002	3,036 	2557
ROSANN	0.002	3,036 	2603
ROSANNA	0.009	13,663 	927
ROSANNE	0.01	15,181 	883
ROSARIA	0.003	4,554 	1972
ROSARIO	0.02	30,362 	598
ROSAURA	0.003	4,554 	1833
ROSE	0.296	449,355 	65
ROSEANN	0.01	15,181 	867
ROSEANNA	0.004	6,072 	1585
ROSEANNE	0.006	9,109 	1240
ROSELEE	0.001	1,518 	3686
ROSELIA	0.001	1,518 	3772
ROSELINE	0.001	1,518 	3156
ROSELLA	0.01	15,181 	910
ROSELLE	0.001	1,518 	3102
ROSELYN	0.005	7,590 	1398
ROSEMARIE	0.035	53,133 	423
ROSEMARY	0.107	162,436 	204
ROSENA	0.001	1,518 	4025
ROSENDA	0.001	1,518 	4205
ROSETTA	0.022	33,398 	579
ROSETTE	0.001	1,518 	4116
ROSIA	0.002	3,036 	2674
ROSIE	0.055	83,495 	323
ROSINA	0.004	6,072 	1475
ROSIO	0.001	1,518 	3771
ROSITA	0.007	10,627 	1116
ROSLYN	0.011	16,699 	827
ROSSANA	0.001	1,518 	3353
ROSSIE	0.001	1,518 	4024
ROSY	0.001	1,518 	3467
ROWENA	0.009	13,663 	971
ROXANA	0.006	9,109 	1243
ROXANE	0.004	6,072 	1584
ROXANN	0.005	7,590 	1302
ROXANNA	0.006	9,109 	1195
ROXANNE	0.04	60,724 	389
ROXIE	0.011	16,699 	826
ROXY	0.001	1,518 	3061
ROY	0.001	1,518 	3770
ROYCE	0.001	1,518 	3200
ROZANNE	0.001	1,518 	3685
ROZELLA	0.002	3,036 	2816
RUBI	0.001	1,518 	3611
RUBIE	0.002	3,036 	2134
RUBY	0.221	335,498 	90
RUBYE	0.004	6,072 	1491
RUDY	0.002	3,036 	3012
RUFINA	0.003	4,554 	2025
RUSSELL	0.001	1,518 	4204
RUTH	0.562	853,167 	19
RUTHA	0.001	1,518 	3060
RUTHANN	0.004	6,072 	1458
RUTHANNE	0.001	1,518 	3416
RUTHE	0.001	1,518 	3466
RUTHIE	0.014	21,253 	729
RYAN	0.006	9,109 	1229
RYANN	0.001	1,518 	3610
SABINA	0.005	7,590 	1366
SABINE	0.003	4,554 	2072
SABRA	0.003	4,554 	1931
SABRINA	0.057	86,531 	312
SACHA	0.001	1,518 	3199
SACHIKO	0.002	3,036 	2442
SADE	0.003	4,554 	1744
SADIE	0.039	59,206 	399
SADYE	0.001	1,518 	3415
SAGE	0.001	1,518 	3769
SALENA	0.002	3,036 	2476
SALINA	0.004	6,072 	1677
SALLEY	0.001	1,518 	4115
SALLIE	0.024	36,434 	533
SALLY	0.135	204,942 	167
SALOME	0.002	3,036 	2305
SAM	0.002	3,036 	2381
SAMANTHA	0.124	188,243 	177
SAMARA	0.002	3,036 	2441
SAMATHA	0.006	9,109 	1173
SAMELLA	0.001	1,518 	3854
SAMIRA	0.002	3,036 	2930
SAMMIE	0.005	7,590 	1283
SAMMY	0.001	1,518 	3352
SAMUEL	0.001	1,518 	4114
SANA	0.001	1,518 	4113
SANDA	0.001	1,518 	3465
SANDEE	0.001	1,518 	3539
SANDI	0.006	9,109 	1162
SANDIE	0.001	1,518 	3101
SANDRA	0.629	954,879 	16
SANDY	0.055	83,495 	322
SANG	0.002	3,036 	2151
SANJUANA	0.004	6,072 	1531
SANJUANITA	0.004	6,072 	1524
SANORA	0.002	3,036 	2896
SANTA	0.006	9,109 	1224
SANTANA	0.002	3,036 	2504
SANTINA	0.002	3,036 	2673
SANTOS	0.004	6,072 	1612
SARA	0.229	347,643 	84
SARAH	0.508	771,190 	23
SARAI	0.001	1,518 	4112
SARAN	0.001	1,518 	4111
SARI	0.002	3,036 	2530
SARINA	0.002	3,036 	2411
SARITA	0.003	4,554 	1732
SASHA	0.01	15,181 	893
SATURNINA	0.001	1,518 	3934
SAU	0.001	1,518 	3242
SAUNDRA	0.013	19,735 	787
SAVANNA	0.002	3,036 	2672
SAVANNAH	0.01	15,181 	906
SCARLET	0.002	3,036 	2671
SCARLETT	0.004	6,072 	1496
SCOTT	0.002	3,036 	2741
SCOTTIE	0.001	1,518 	3464
SEAN	0.002	3,036 	2556
SEASON	0.001	1,518 	3463
SEBRINA	0.002	3,036 	2929
SEE	0.001	1,518 	3684
SEEMA	0.001	1,518 	4203
SELENA	0.012	18,217 	815
SELENE	0.002	3,036 	2555
SELINA	0.008	12,145 	1047
SELMA	0.016	24,289 	691
SENA	0.001	1,518 	3609
SENAIDA	0.001	1,518 	3853
SEPTEMBER	0.001	1,518 	4110
SERAFINA	0.001	1,518 	3538
SERENA	0.013	19,735 	762
SERINA	0.002	3,036 	2273
SERITA	0.001	1,518 	3298
SETSUKO	0.001	1,518 	3537
SHA	0.002	3,036 	2410
SHAE	0.001	1,518 	3536
SHAINA	0.004	6,072 	1624
SHAKIA	0.001	1,518 	3414
SHAKIRA	0.002	3,036 	2440
SHAKITA	0.001	1,518 	3608
SHALA	0.001	1,518 	3351
SHALANDA	0.001	1,518 	3297
SHALON	0.001	1,518 	3768
SHALONDA	0.004	6,072 	1684
SHAMEKA	0.004	6,072 	1466
SHAMIKA	0.004	6,072 	1637
SHAN	0.001	1,518 	3852
SHANA	0.018	27,326 	633
SHANAE	0.001	1,518 	3241
SHANDA	0.006	9,109 	1182
SHANDI	0.001	1,518 	4109
SHANDRA	0.003	4,554 	2003
SHANE	0.002	3,036 	2272
SHANEKA	0.002	3,036 	2355
SHANEL	0.001	1,518 	3767
SHANELL	0.003	4,554 	1956
SHANELLE	0.002	3,036 	2773
SHANI	0.003	4,554 	2002
SHANICE	0.002	3,036 	2326
SHANIKA	0.003	4,554 	1720
SHANIQUA	0.001	1,518 	3535
SHANITA	0.003	4,554 	2001
SHANNA	0.021	31,880 	593
SHANNAN	0.003	4,554 	1841
SHANNON	0.175	265,666 	123
SHANON	0.005	7,590 	1335
SHANTA	0.004	6,072 	1469
SHANTAE	0.001	1,518 	4108
SHANTAY	0.001	1,518 	3683
SHANTE	0.004	6,072 	1490
SHANTEL	0.005	7,590 	1373
SHANTELL	0.003	4,554 	1930
SHANTELLE	0.001	1,518 	3198
SHANTI	0.001	1,518 	3851
SHAQUANA	0.001	1,518 	3682
SHAQUITA	0.001	1,518 	3350
SHARA	0.004	6,072 	1566
SHARAN	0.001	1,518 	3534
SHARDA	0.001	1,518 	3607
SHAREE	0.003	4,554 	2046
SHARELL	0.001	1,518 	4202
SHAREN	0.003	4,554 	2045
SHARI	0.028	42,507 	487
SHARICE	0.001	1,518 	3766
SHARIE	0.001	1,518 	3240
SHARIKA	0.001	1,518 	4023
SHARILYN	0.001	1,518 	3681
SHARITA	0.002	3,036 	2172
SHARLA	0.004	6,072 	1457
SHARLEEN	0.002	3,036 	2772
SHARLENE	0.008	12,145 	993
SHARMAINE	0.001	1,518 	4107
SHAROLYN	0.001	1,518 	3680
SHARON	0.522	792,443 	20
SHARONDA	0.005	7,590 	1372
SHARRI	0.001	1,518 	3100
SHARRON	0.014	21,253 	750
SHARYL	0.002	3,036 	2635
SHARYN	0.005	7,590 	1421
SHASTA	0.003	4,554 	2000
SHAUN	0.002	3,036 	2670
SHAUNA	0.017	25,808 	654
SHAUNDA	0.001	1,518 	3155
SHAUNNA	0.002	3,036 	2815
SHAUNTA	0.001	1,518 	3533
SHAUNTE	0.001	1,518 	3606
SHAVON	0.002	3,036 	2271
SHAVONDA	0.001	1,518 	3605
SHAVONNE	0.002	3,036 	2895
SHAWANA	0.002	3,036 	2814
SHAWANDA	0.003	4,554 	2071
SHAWANNA	0.001	1,518 	3679
SHAWN	0.024	36,434 	532
SHAWNA	0.027	40,988 	490
SHAWNDA	0.002	3,036 	2380
SHAWNEE	0.002	3,036 	2354
SHAWNNA	0.002	3,036 	2813
SHAWNTA	0.001	1,518 	3933
SHAY	0.003	4,554 	2070
SHAYLA	0.006	9,109 	1169
SHAYNA	0.004	6,072 	1561
SHAYNE	0.001	1,518 	3765
SHEA	0.002	3,036 	2270
SHEBA	0.001	1,518 	3764
SHEENA	0.017	25,808 	649
SHEILA	0.175	265,666 	124
SHEILAH	0.002	3,036 	2894
SHELA	0.002	3,036 	2771
SHELBA	0.002	3,036 	2379
SHELBY	0.025	37,952 	519
SHELIA	0.043	65,278 	374
SHELLA	0.001	1,518 	3197
SHELLEY	0.049	74,386 	354
SHELLI	0.005	7,590 	1323
SHELLIE	0.007	10,627 	1127
SHELLY	0.062	94,122 	294
SHEMEKA	0.001	1,518 	3154
SHEMIKA	0.002	3,036 	2669
SHENA	0.003	4,554 	2103
SHENIKA	0.001	1,518 	3678
SHENITA	0.002	3,036 	2978
SHENNA	0.001	1,518 	4106
SHERA	0.001	1,518 	3349
SHEREE	0.01	15,181 	873
SHERELL	0.001	1,518 	3604
SHERI	0.042	63,760 	379
SHERICE	0.001	1,518 	4022
SHERIDAN	0.001	1,518 	3196
SHERIE	0.004	6,072 	1546
SHERIKA	0.001	1,518 	3153
SHERILL	0.001	1,518 	3462
SHERILYN	0.003	4,554 	2069
SHERISE	0.001	1,518 	3461
SHERITA	0.004	6,072 	1611
SHERLENE	0.001	1,518 	4021
SHERLEY	0.002	3,036 	2634
SHERLY	0.002	3,036 	2633
SHERLYN	0.002	3,036 	2851
SHERON	0.003	4,554 	1999
SHERRELL	0.002	3,036 	2529
SHERRI	0.062	94,122 	297
SHERRIE	0.026	39,470 	512
SHERRIL	0.001	1,518 	3850
SHERRILL	0.004	6,072 	1565
SHERRON	0.003	4,554 	1919
SHERRY	0.178	270,220 	119
SHERRYL	0.003	4,554 	1694
SHERY	0.002	3,036 	3011
SHERYL	0.059	89,567 	307
SHERYLL	0.001	1,518 	3239
SHIELA	0.007	10,627 	1150
SHILA	0.001	1,518 	3532
SHILOH	0.001	1,518 	4105
SHIN	0.001	1,518 	3932
SHIRA	0.002	3,036 	2708
SHIRELY	0.001	1,518 	3195
SHIRL	0.001	1,518 	3194
SHIRLEE	0.003	4,554 	1719
SHIRLEEN	0.002	3,036 	2977
SHIRLENE	0.004	6,072 	1465
SHIRLEY	0.482	731,720 	27
SHIRLY	0.003	4,554 	1832
SHIZUE	0.001	1,518 	3677
SHIZUKO	0.001	1,518 	4020
SHONA	0.002	3,036 	2304
SHONDA	0.007	10,627 	1097
SHONDRA	0.001	1,518 	4019
SHONNA	0.002	3,036 	2409
SHONTA	0.001	1,518 	3348
SHOSHANA	0.002	3,036 	2770
SHU	0.002	3,036 	2207
SHYLA	0.001	1,518 	3347
SIBYL	0.003	4,554 	1840
SIDNEY	0.004	6,072 	1483
SIERRA	0.008	12,145 	1006
SIGNE	0.002	3,036 	2475
SIGRID	0.003	4,554 	1811
SILVA	0.002	3,036 	2740
SILVANA	0.002	3,036 	2928
SILVIA	0.029	44,025 	459
SIMA	0.001	1,518 	3346
SIMONA	0.003	4,554 	2115
SIMONE	0.015	22,771 	711
SIMONNE	0.001	1,518 	3296
SINA	0.001	1,518 	4018
SINDY	0.002	3,036 	2503
SIOBHAN	0.003	4,554 	1906
SIRENA	0.001	1,518 	3849
SIU	0.001	1,518 	3059
SIXTA	0.001	1,518 	4201
SKYE	0.002	3,036 	2353
SLYVIA	0.002	3,036 	2602
SO	0.002	3,036 	2668
SOCORRO	0.016	24,289 	673
SOFIA	0.013	19,735 	765
SOILA	0.001	1,518 	4104
SOL	0.001	1,518 	4017
SOLANGE	0.002	3,036 	2893
SOLEDAD	0.007	10,627 	1131
SOMER	0.001	1,518 	3763
SOMMER	0.002	3,036 	2243
SON	0.002	3,036 	2632
SONA	0.001	1,518 	4016
SONDRA	0.018	27,326 	639
SONG	0.002	3,036 	2439
SONIA	0.068	103,230 	284
SONJA	0.029	44,025 	468
SONYA	0.051	77,423 	339
SOO	0.002	3,036 	2474
SOOK	0.002	3,036 	2601
SOON	0.004	6,072 	1474
SOPHIA	0.032	48,579 	441
SOPHIE	0.029	44,025 	463
SORAYA	0.002	3,036 	2769
SPARKLE	0.001	1,518 	3762
SPRING	0.002	3,036 	2206
STACEE	0.001	1,518 	3931
STACEY	0.101	153,327 	211
STACI	0.017	25,808 	664
STACIA	0.005	7,590 	1301
STACIE	0.025	37,952 	516
STACY	0.121	183,689 	180
STAR	0.003	4,554 	1890
STARLA	0.004	6,072 	1518
STARR	0.004	6,072 	1648
STASIA	0.001	1,518 	3460
STEFANI	0.003	4,554 	1955
STEFANIA	0.002	3,036 	2707
STEFANIE	0.021	31,880 	597
STEFANY	0.001	1,518 	3676
STEFFANIE	0.002	3,036 	2502
STELLA	0.085	129,038 	247
STEPANIE	0.001	1,518 	3531
STEPHAINE	0.003	4,554 	1718
STEPHANE	0.002	3,036 	2221
STEPHANI	0.003	4,554 	1755
STEPHANIA	0.001	1,518 	3345
STEPHANIE	0.4	607,236 	41
STEPHANY	0.005	7,590 	1340
STEPHEN	0.002	3,036 	2600
STEPHENIE	0.005	7,590 	1365
STEPHINE	0.003	4,554 	1867
STEPHNIE	0.001	1,518 	4015
STEVEN	0.002	3,036 	2667
STEVIE	0.002	3,036 	2408
STORMY	0.003	4,554 	2114
SU	0.003	4,554 	1731
SUANNE	0.001	1,518 	4200
SUDIE	0.002	3,036 	2473
SUE	0.111	168,508 	197
SUEANN	0.002	3,036 	2768
SUELLEN	0.002	3,036 	2289
SUK	0.002	3,036 	2472
SULEMA	0.001	1,518 	3761
SUMIKO	0.001	1,518 	3760
SUMMER	0.017	25,808 	662
SUN	0.007	10,627 	1056
SUNDAY	0.001	1,518 	3603
SUNG	0.002	3,036 	2269
SUNNI	0.001	1,518 	4199
SUNNY	0.005	7,590 	1438
SUNSHINE	0.003	4,554 	1954
SUSAN	0.794	1,205,364 	8
SUSANA	0.019	28,844 	608
SUSANN	0.003	4,554 	2068
SUSANNA	0.01	15,181 	869
SUSANNAH	0.004	6,072 	1676
SUSANNE	0.02	30,362 	606
SUSIE	0.049	74,386 	351
SUSY	0.001	1,518 	3058
SUZAN	0.006	9,109 	1168
SUZANN	0.002	3,036 	2205
SUZANNA	0.005	7,590 	1354
SUZANNE	0.145	220,123 	153
SUZETTE	0.011	16,699 	835
SUZI	0.001	1,518 	3602
SUZIE	0.003	4,554 	1929
SUZY	0.003	4,554 	1767
SVETLANA	0.001	1,518 	3152
SYBIL	0.016	24,289 	693
SYBLE	0.003	4,554 	1693
SYDNEY	0.008	12,145 	1011
SYLVIA	0.177	268,702 	120
SYLVIE	0.001	1,518 	3193
SYNTHIA	0.002	3,036 	2599
SYREETA	0.002	3,036 	2739
TA	0.001	1,518 	3930
TABATHA	0.013	19,735 	761
TABETHA	0.002	3,036 	2528
TABITHA	0.027	40,988 	496
TAI	0.001	1,518 	3151
TAINA	0.001	1,518 	4014
TAISHA	0.001	1,518 	3057
TAJUANA	0.001	1,518 	4013
TAKAKO	0.001	1,518 	4198
TAKISHA	0.002	3,036 	2501
TALIA	0.003	4,554 	1797
TALISHA	0.002	3,036 	2666
TALITHA	0.002	3,036 	3010
TAM	0.002	3,036 	2706
TAMA	0.001	1,518 	3530
TAMALA	0.002	3,036 	2407
TAMAR	0.003	4,554 	1905
TAMARA	0.092	139,664 	229
TAMATHA	0.003	4,554 	2090
TAMBRA	0.001	1,518 	3529
TAMEIKA	0.002	3,036 	2976
TAMEKA	0.013	19,735 	786
TAMEKIA	0.002	3,036 	2598
TAMELA	0.006	9,109 	1228
TAMERA	0.009	13,663 	964
TAMESHA	0.002	3,036 	2927
TAMI	0.027	40,988 	489
TAMICA	0.002	3,036 	2554
TAMIE	0.003	4,554 	2102
TAMIKA	0.022	33,398 	578
TAMIKO	0.003	4,554 	2024
TAMISHA	0.001	1,518 	3056
TAMMARA	0.002	3,036 	2527
TAMMERA	0.001	1,518 	3413
TAMMI	0.011	16,699 	834
TAMMIE	0.026	39,470 	507
TAMMY	0.259	393,185 	75
TAMRA	0.009	13,663 	918
TANA	0.006	9,109 	1214
TANDRA	0.001	1,518 	4197
TANDY	0.001	1,518 	3528
TANEKA	0.001	1,518 	3295
TANESHA	0.003	4,554 	1754
TANGELA	0.003	4,554 	1866
TANIA	0.013	19,735 	777
TANIKA	0.003	4,554 	1793
TANISHA	0.012	18,217 	816
TANJA	0.002	3,036 	2133
TANNA	0.002	3,036 	2471
TANYA	0.089	135,110 	237
TARA	0.107	162,436 	203
TARAH	0.002	3,036 	2268
TAREN	0.001	1,518 	3929
TARI	0.001	1,518 	3412
TARRA	0.001	1,518 	3411
TARSHA	0.003	4,554 	1998
TARYN	0.007	10,627 	1090
TASHA	0.03	45,543 	458
TASHIA	0.002	3,036 	3009
TASHINA	0.001	1,518 	3527
TASIA	0.001	1,518 	3192
TATIANA	0.005	7,590 	1282
TATUM	0.001	1,518 	3294
TATYANA	0.001	1,518 	3459
TAUNYA	0.001	1,518 	4196
TAWANA	0.007	10,627 	1156
TAWANDA	0.004	6,072 	1572
TAWANNA	0.003	4,554 	1743
TAWNA	0.001	1,518 	4012
TAWNY	0.002	3,036 	2438
TAWNYA	0.004	6,072 	1610
TAYLOR	0.012	18,217 	805
TAYNA	0.001	1,518 	4195
TEENA	0.004	6,072 	1654
TEGAN	0.001	1,518 	4103
TEISHA	0.001	1,518 	3928
TELMA	0.001	1,518 	3927
TEMEKA	0.002	3,036 	2975
TEMIKA	0.001	1,518 	3926
TEMPIE	0.001	1,518 	3759
TEMPLE	0.001	1,518 	3848
TENA	0.005	7,590 	1364
TENESHA	0.001	1,518 	4011
TENISHA	0.003	4,554 	2067
TENNIE	0.002	3,036 	2631
TENNILLE	0.002	3,036 	2553
TEODORA	0.003	4,554 	2101
TEOFILA	0.001	1,518 	4194
TEQUILA	0.002	3,036 	2974
TERA	0.007	10,627 	1141
TEREASA	0.002	3,036 	2892
TERESA	0.336	510,078 	54
TERESE	0.004	6,072 	1495
TERESIA	0.001	1,518 	3601
TERESITA	0.007	10,627 	1100
TERESSA	0.004	6,072 	1489
TERI	0.033	50,097 	436
TERICA	0.001	1,518 	4010
TERINA	0.001	1,518 	3600
TERISA	0.001	1,518 	3293
TERRA	0.008	12,145 	999
TERRELL	0.001	1,518 	3599
TERRESA	0.002	3,036 	2470
TERRI	0.105	159,400 	206
TERRIE	0.014	21,253 	733
TERRILYN	0.001	1,518 	4009
TERRY	0.08	121,447 	253
TESHA	0.002	3,036 	2850
TESS	0.003	4,554 	1971
TESSA	0.01	15,181 	885
TESSIE	0.007	10,627 	1140
THALIA	0.002	3,036 	2325
THANH	0.002	3,036 	2204
THAO	0.002	3,036 	2665
THEA	0.005	7,590 	1371
THEDA	0.005	7,590 	1391
